applicant_id,gender,race,age,education,experience_years,skill_score,interview_score,hired
2520,Female,White,35,Master,9,76,87,1
2521,Female,White,45,PhD,13,55,79,1
2522,Male,White,38,High School,2,72,40,1
2523,Male,Black,35,Bachelor,6,60,30,0
2524,Male,Black,34,Bachelor,9,46,42,1
2525,Female,White,25,Bachelor,7,67,49,0
2526,Male,Black,40,Bachelor,6,93,58,0
2527,Male,Black,34,Bachelor,1,48,88,1
2528,Female,White,29,Master,0,71,54,1
2529,Male,Black,46,Bachelor,12,81,98,1
2530,Female,White,22,Bachelor,9,100,31,0
2531,Female,White,30,High School,12,62,58,0
2532,Female,White,45,Bachelor,5,60,80,1
2533,Male,White,38,Bachelor,4,52,81,1
2534,Male,White,34,Bachelor,8,87,58,1
2535,Female,Hispanic,37,PhD,12,56,85,1
2536,Female,Black,36,Bachelor,6,64,81,0
2537,Female,Hispanic,21,High School,12,42,51,0
2538,Male,White,31,Bachelor,2,83,71,1
2539,Female,White,51,Master,7,87,79,0
2540,Female,White,28,Master,7,82,52,1
2541,Female,White,31,Bachelor,14,45,98,1
2542,Female,White,29,Bachelor,9,79,48,0
2543,Female,Black,34,Bachelor,16,44,67,1
2544,Male,Asian,29,Bachelor,1,70,40,1
2545,Male,White,39,PhD,8,73,67,1
2546,Male,White,36,Bachelor,8,74,43,1
2547,Male,Hispanic,42,Master,11,78,59,1
2548,Male,White,24,Bachelor,3,69,33,0
2549,Male,Hispanic,31,Bachelor,16,40,80,1
2550,Male,Black,32,Master,8,78,72,1
2551,Male,Asian,39,Bachelor,2,71,86,1
2552,Male,White,27,PhD,7,56,58,1
2553,Female,Black,44,Bachelor,6,46,87,1
2554,Female,White,46,High School,21,93,65,0
2555,Male,Black,25,Master,13,88,67,0
2556,Female,White,30,High School,8,80,100,1
2557,Male,White,29,Bachelor,7,59,55,0
2558,Male,White,61,Bachelor,12,32,89,1
2559,Male,White,30,Master,12,81,74,1
2560,Male,Hispanic,51,Bachelor,0,75,53,0
2561,Female,Hispanic,22,High School,11,64,38,0
2562,Female,Black,25,Bachelor,8,86,44,1
2563,Male,White,28,Bachelor,1,82,87,1
2564,Male,Black,26,PhD,12,72,99,1
2565,Male,White,32,Bachelor,19,70,66,1
2566,Male,Hispanic,27,Master,10,70,67,1
2567,Male,Asian,26,Bachelor,13,80,80,1
2568,Male,White,46,Master,17,57,66,1
2569,Female,Hispanic,47,Master,3,76,86,1
2570,Female,White,44,PhD,0,56,70,1
2571,Male,White,40,High School,11,90,67,0
2572,Female,White,35,Bachelor,6,77,51,1
2573,Male,White,30,Master,1,59,46,1
2574,Male,Hispanic,25,High School,7,71,10,0
2575,Male,White,38,Bachelor,11,57,89,1
2576,Female,White,23,PhD,7,92,62,1
2577,Female,Black,25,Bachelor,4,94,56,1
2578,Male,Black,46,PhD,6,80,25,1
2579,Male,Asian,54,High School,7,93,52,1
2580,Female,Black,38,Master,0,72,49,0
2581,Male,Black,46,Bachelor,7,81,49,1
2582,Female,White,32,Bachelor,1,88,71,1
2583,Male,White,21,PhD,11,69,67,1
2584,Male,White,41,High School,0,71,37,1
2585,Male,White,40,Master,13,84,39,1
2586,Female,Black,35,Master,5,79,39,1
2587,Male,White,32,Bachelor,5,58,100,0
2588,Female,Hispanic,44,PhD,9,37,94,0
2589,Male,White,25,Bachelor,3,67,47,0
2590,Female,White,27,Master,9,38,25,0
2591,Female,White,24,Bachelor,4,55,67,1
2592,Female,Hispanic,35,Master,5,56,65,0
2593,Male,Black,24,Bachelor,10,61,71,1
2594,Male,Hispanic,28,High School,2,82,79,0
2595,Male,White,27,Bachelor,1,85,74,1
2596,Female,Asian,32,High School,9,77,42,1
2597,Male,White,21,Bachelor,7,79,70,0
2598,Male,White,35,High School,8,79,82,1
2599,Male,Asian,47,High School,9,32,50,0
2600,Male,White,36,Bachelor,8,70,70,1
2601,Female,Black,50,Bachelor,11,43,53,0
2602,Male,White,48,Bachelor,8,77,100,1
2603,Female,Black,42,Bachelor,0,38,38,0
2604,Male,Asian,35,Bachelor,0,67,88,0
2605,Male,White,35,Master,17,78,31,0
2606,Male,Black,42,Master,8,53,100,0
2607,Male,White,31,Bachelor,12,84,42,0
2608,Male,Black,21,Master,6,77,68,1
2609,Female,White,39,Bachelor,7,75,32,1
2610,Male,White,23,Master,5,80,38,1
2611,Female,White,25,Bachelor,20,64,82,1
2612,Male,White,35,High School,9,72,85,1
2613,Male,Asian,34,Master,5,70,69,1
2614,Female,White,21,Master,0,69,79,0
2615,Male,White,36,High School,17,59,85,1
2616,Male,White,44,Bachelor,7,51,51,1
2617,Male,White,23,Master,11,64,37,1
2618,Male,Hispanic,47,Master,12,64,64,0
2619,Female,Asian,21,Master,5,58,53,1
2620,Male,White,56,High School,11,82,72,1
2621,Female,Hispanic,30,Bachelor,4,52,75,0
2622,Female,Black,36,High School,3,67,51,1
2623,Male,White,21,Bachelor,13,87,79,1
2624,Female,Black,34,High School,7,83,78,0
2625,Male,White,37,Master,10,88,79,1
2626,Female,Black,34,Bachelor,10,61,56,0
2627,Male,Hispanic,29,Master,11,81,80,1
2628,Female,White,25,High School,0,54,75,1
2629,Male,Asian,46,Bachelor,5,65,77,1
2630,Male,Hispanic,35,Bachelor,6,67,98,1
2631,Female,White,50,Bachelor,3,61,71,0
2632,Female,Black,29,Master,10,64,52,1
2633,Male,White,30,Bachelor,13,62,42,1
2634,Male,Asian,43,Bachelor,14,55,87,1
2635,Female,Black,21,High School,6,82,72,0
2636,Female,White,22,High School,9,67,98,0
2637,Female,White,45,Master,10,73,24,1
2638,Female,Black,23,Bachelor,11,72,83,0
2639,Female,White,21,Master,3,70,59,1
2640,Female,White,53,Master,17,71,57,1
2641,Male,White,21,High School,12,65,49,1
2642,Male,White,36,High School,12,91,82,1
2643,Female,White,35,Master,14,81,77,1
2644,Female,White,21,Master,10,70,42,1
2645,Male,White,32,Bachelor,2,63,68,1
2646,Male,Black,39,High School,7,68,79,1
2647,Female,White,38,High School,0,76,68,1
2648,Male,White,44,Bachelor,10,92,87,1
2649,Male,White,31,High School,7,49,59,0
2650,Male,Black,42,Bachelor,7,79,19,0
2651,Male,White,28,Bachelor,14,86,68,1
2652,Male,White,21,High School,5,47,68,1
2653,Male,White,22,High School,6,67,71,0
2654,Male,Hispanic,21,Master,8,54,87,1
2655,Female,Hispanic,45,Bachelor,0,76,25,0
2656,Male,Hispanic,21,PhD,6,64,60,1
2657,Female,Black,37,Bachelor,0,68,46,0
2658,Female,Black,32,Master,5,63,40,0
2659,Male,White,33,Bachelor,12,80,63,1
2660,Female,Black,48,Bachelor,10,73,79,0
2661,Male,White,30,High School,5,73,71,0
2662,Female,Black,41,High School,8,72,51,0
2663,Male,Hispanic,35,PhD,2,78,62,1
2664,Female,White,33,Bachelor,7,66,83,1
2665,Male,White,57,PhD,22,95,78,1
2666,Male,White,21,Bachelor,17,51,53,1
2667,Male,Black,47,Bachelor,8,44,52,1
2668,Female,Black,41,Bachelor,8,42,30,1
2669,Female,Hispanic,30,Master,3,38,56,0
2670,Male,White,51,Bachelor,3,80,30,1
2671,Female,Hispanic,21,PhD,9,78,100,1
2672,Male,Black,29,High School,5,88,47,1
2673,Female,Hispanic,22,Master,12,54,87,0
2674,Male,White,39,Bachelor,15,81,100,1
2675,Female,White,23,High School,9,70,69,1
2676,Male,Black,39,Bachelor,8,72,62,0
2677,Male,Hispanic,33,Bachelor,0,79,38,1
2678,Male,Asian,30,High School,11,58,54,0
2679,Male,White,38,Bachelor,2,100,97,1
2680,Male,White,32,Bachelor,5,89,72,1
2681,Male,Asian,24,Bachelor,12,62,65,1
2682,Female,White,63,Bachelor,13,53,91,1
2683,Male,Black,30,High School,5,68,78,0
2684,Male,White,21,High School,5,72,62,0
2685,Male,White,26,PhD,4,85,69,1
2686,Male,Hispanic,22,PhD,2,52,49,1
2687,Male,Hispanic,43,Bachelor,4,74,53,1
2688,Male,White,38,PhD,0,47,60,1
2689,Male,White,38,Master,11,76,76,1
2690,Male,Hispanic,31,High School,9,68,40,0
2691,Male,White,32,High School,10,99,66,1
2692,Male,Hispanic,31,PhD,3,46,57,0
2693,Male,White,34,Bachelor,2,90,46,1
2694,Male,Black,43,Master,8,44,57,1
2695,Female,Asian,38,Master,8,50,18,1
2696,Male,Black,40,Bachelor,7,44,49,0
2697,Female,White,39,High School,6,73,43,0
2698,Male,Black,43,High School,16,52,59,1
2699,Female,White,37,High School,10,49,19,0
2700,Female,White,38,High School,17,73,68,0
2701,Male,Asian,46,Bachelor,14,76,83,1
2702,Female,Hispanic,28,High School,16,70,62,0
2703,Male,Black,26,High School,2,67,74,1
2704,Male,White,23,Bachelor,10,97,54,1
2705,Female,White,36,Bachelor,5,72,33,0
2706,Female,White,21,Bachelor,0,82,65,1
2707,Male,Black,39,Bachelor,15,72,78,1
2708,Male,Hispanic,33,Bachelor,6,53,38,1
2709,Male,White,46,PhD,2,78,55,1
2710,Male,Hispanic,28,High School,5,60,60,1
2711,Female,White,32,High School,4,68,100,1
2712,Male,White,46,Master,4,74,69,1
2713,Male,White,48,Bachelor,6,40,26,0
2714,Male,White,28,Master,16,45,21,1
2715,Male,White,36,Bachelor,4,83,79,1
2716,Male,Asian,37,Master,16,60,100,1
2717,Female,White,38,PhD,12,60,59,1
2718,Female,Asian,32,Bachelor,9,72,58,1
2719,Female,White,47,High School,11,64,73,1
2720,Male,Asian,21,Master,8,76,49,1
2721,Female,Black,30,Master,14,69,14,0
2722,Female,Asian,39,Master,10,72,85,1
2723,Female,White,39,High School,0,59,52,1
2724,Male,Hispanic,48,Master,9,72,86,1
2725,Male,Asian,46,High School,11,86,49,1
2726,Male,White,32,Bachelor,6,61,67,1
2727,Male,White,47,Bachelor,8,83,82,1
2728,Male,White,27,Bachelor,4,69,86,1
2729,Male,Asian,44,Master,1,81,69,0
2730,Male,White,53,Bachelor,0,71,68,0
2731,Female,White,47,High School,0,69,77,0
2732,Male,White,36,Master,11,75,74,1
2733,Male,White,31,PhD,0,88,39,1
2734,Female,Hispanic,21,High School,4,73,39,0
2735,Female,White,38,Bachelor,4,77,22,0
2736,Female,Black,23,Bachelor,6,64,80,0
2737,Female,Asian,27,Bachelor,0,93,57,1
2738,Male,White,23,Bachelor,10,79,81,1
2739,Female,Black,30,Bachelor,1,71,73,0
2740,Male,White,34,High School,13,68,44,1
2741,Male,Black,37,PhD,4,84,62,1
2742,Male,White,28,Bachelor,7,60,55,1
2743,Male,Hispanic,45,Bachelor,8,43,52,0
2744,Male,White,32,Bachelor,9,71,83,0
2745,Female,White,27,Bachelor,8,87,100,1
2746,Female,Black,37,Bachelor,5,93,87,1
2747,Male,White,54,Bachelor,9,68,64,1
2748,Male,Hispanic,38,Bachelor,10,70,90,0
2749,Female,White,31,Bachelor,4,77,99,1
2750,Female,Black,21,High School,10,66,37,0
2751,Male,White,32,Bachelor,13,77,89,1
2752,Female,Black,37,Master,11,68,80,1
2753,Male,White,31,High School,12,85,88,1
2754,Male,White,21,High School,8,80,81,0
2755,Female,White,26,Bachelor,3,82,60,0
2756,Male,Hispanic,49,PhD,3,66,100,1
2757,Male,White,49,Master,9,98,71,1
2758,Female,Hispanic,26,Bachelor,12,77,56,0
2759,Female,Hispanic,41,PhD,21,73,75,0
2760,Male,White,23,Bachelor,12,58,84,1
2761,Male,Black,49,PhD,2,68,66,0
2762,Male,White,37,Bachelor,4,71,72,1
2763,Female,White,44,Bachelor,19,58,66,0
2764,Male,Black,21,Bachelor,6,65,51,0
2765,Male,Black,41,Bachelor,8,67,48,1
2766,Female,Black,34,Bachelor,3,70,36,1
2767,Male,White,43,Bachelor,15,43,95,1
2768,Male,White,44,Bachelor,10,67,60,1
2769,Male,White,35,Bachelor,4,64,10,1
2770,Female,Black,28,High School,3,69,72,0
2771,Male,White,42,PhD,9,85,72,1
2772,Male,Black,34,Master,8,100,27,1
2773,Female,White,26,PhD,12,80,48,0
2774,Male,White,25,Master,10,51,47,1
2775,Male,White,21,Master,6,64,50,0
2776,Male,White,29,Bachelor,5,78,89,1
2777,Male,White,46,High School,7,77,62,0
2778,Male,Hispanic,36,High School,5,84,56,1
2779,Male,Hispanic,29,Bachelor,7,68,87,0
2780,Male,White,43,Master,8,64,74,1
2781,Male,White,26,High School,3,96,30,0
2782,Female,White,35,PhD,11,70,52,1
2783,Female,Hispanic,33,Bachelor,6,54,71,1
2784,Female,White,42,Master,3,92,46,0
2785,Female,Asian,21,High School,6,47,100,0
2786,Male,White,26,Bachelor,9,20,67,1
2787,Female,White,21,PhD,8,81,49,1
2788,Male,Asian,32,Bachelor,10,83,42,1
2789,Female,White,47,Bachelor,12,76,83,1
2790,Female,Black,29,High School,14,50,52,0
2791,Female,White,29,High School,9,69,72,1
2792,Female,White,43,Bachelor,2,65,41,1
2793,Male,White,45,Bachelor,6,61,66,1
2794,Male,Black,34,Bachelor,2,91,52,0
2795,Male,Black,41,Bachelor,16,54,58,0
2796,Male,White,24,High School,17,74,49,1
2797,Male,Asian,48,Master,11,87,85,1
2798,Female,White,56,Master,12,75,55,0
2799,Female,White,40,High School,9,88,62,0
2800,Male,White,21,Bachelor,9,78,63,0
2801,Female,White,29,High School,0,76,97,1
2802,Female,White,41,Master,7,75,82,0
2803,Female,Asian,30,Master,3,79,80,0
2804,Female,White,47,PhD,9,64,33,1
2805,Male,White,40,Bachelor,7,50,51,1
2806,Female,White,27,Bachelor,17,84,88,1
2807,Female,Black,35,High School,12,87,41,1
2808,Male,Hispanic,26,Bachelor,9,73,66,1
2809,Male,White,33,Bachelor,6,61,43,1
2810,Female,White,29,High School,16,46,45,0
2811,Male,White,46,Master,7,71,98,1
2812,Female,White,56,Bachelor,9,49,79,0
2813,Female,White,21,Master,8,47,84,1
2814,Male,White,21,Bachelor,5,69,80,1
2815,Male,White,32,PhD,8,58,62,1
2816,Female,White,21,PhD,0,75,51,0
2817,Male,White,35,PhD,0,67,56,1
2818,Male,Asian,42,Master,9,60,61,0
2819,Male,Asian,49,Master,15,44,100,1
2820,Male,Black,37,Bachelor,9,57,38,1
2821,Female,White,33,High School,4,57,53,0
2822,Male,White,21,Master,0,51,46,1
2823,Female,White,35,Master,11,65,86,1
2824,Male,Black,35,PhD,5,52,100,1
2825,Male,White,41,Bachelor,11,67,71,1
2826,Female,Hispanic,27,Bachelor,9,73,72,0
2827,Female,Asian,30,Master,10,57,66,1
2828,Male,White,21,PhD,8,76,73,1
2829,Male,Black,21,High School,9,49,80,1
2830,Male,White,23,Bachelor,7,53,73,1
2831,Male,White,21,Bachelor,4,68,74,1
2832,Female,White,38,High School,3,80,80,0
2833,Male,White,29,High School,0,83,29,0
2834,Male,Hispanic,29,Bachelor,7,94,65,0
2835,Male,White,25,Master,15,64,71,1
2836,Female,White,21,High School,11,68,73,1
2837,Female,Black,50,Bachelor,9,54,61,0
2838,Male,Black,24,Master,4,51,68,1
2839,Female,White,30,PhD,12,73,50,1
2840,Male,Hispanic,21,PhD,7,58,29,1
2841,Male,Black,44,Bachelor,15,88,84,1
2842,Female,White,36,PhD,3,48,42,1
2843,Female,White,26,High School,4,77,61,0
2844,Female,White,31,Master,3,54,50,0
2845,Male,Hispanic,51,Bachelor,0,57,96,0
2846,Male,Black,34,Bachelor,3,78,63,1
2847,Female,Hispanic,33,Bachelor,8,59,58,1
2848,Male,White,25,High School,4,62,79,0
2849,Male,White,21,Master,0,57,100,1
2850,Male,White,33,Bachelor,13,96,73,1
2851,Female,White,38,Bachelor,0,60,57,1
2852,Male,Black,45,High School,10,70,78,0
2853,Male,Hispanic,21,Bachelor,8,66,33,1
2854,Female,White,23,PhD,18,73,65,0
2855,Male,White,29,Master,12,60,100,0
2856,Male,White,34,PhD,5,66,68,1
2857,Male,White,33,Bachelor,4,75,67,1
2858,Male,White,33,High School,15,57,65,1
2859,Male,White,39,Bachelor,0,86,57,1
2860,Male,White,25,Bachelor,8,87,71,0
2861,Female,White,44,High School,7,79,80,1
2862,Male,White,39,Master,6,71,58,1
2863,Female,White,31,Bachelor,9,25,15,0
2864,Male,Black,51,High School,8,76,74,0
2865,Male,White,50,Bachelor,10,64,100,1
2866,Male,Asian,44,Bachelor,8,66,57,1
2867,Male,White,21,Master,10,41,35,1
2868,Female,White,50,Bachelor,8,77,78,1
2869,Male,White,42,Bachelor,4,48,99,1
2870,Male,White,55,High School,8,71,75,0
2871,Female,Hispanic,47,PhD,4,83,99,1
2872,Female,White,50,PhD,4,62,80,1
2873,Female,Asian,43,Master,6,88,79,0
2874,Male,Hispanic,48,High School,7,58,54,1
2875,Female,White,54,Bachelor,8,79,70,0
2876,Male,White,37,Bachelor,12,50,64,1
2877,Male,Black,21,PhD,5,85,63,1
2878,Male,White,31,PhD,8,83,59,1
2879,Male,Black,38,Master,8,77,69,1
2880,Male,White,35,High School,4,64,39,0
2881,Male,White,22,PhD,8,48,81,1
2882,Female,White,21,Bachelor,13,64,47,0
2883,Male,White,27,Master,8,86,59,1
2884,Male,Hispanic,43,Bachelor,9,71,71,1
2885,Male,White,50,Bachelor,4,46,46,1
2886,Female,Hispanic,44,Bachelor,17,53,25,0
2887,Male,White,45,High School,4,88,57,0
2888,Male,White,34,Bachelor,0,77,36,1
2889,Female,White,21,Master,12,51,79,1
2890,Female,White,30,High School,7,43,41,0
2891,Male,White,32,High School,6,60,94,1
2892,Female,White,30,High School,5,42,64,1
2893,Female,Hispanic,35,Bachelor,17,67,66,1
2894,Female,White,39,PhD,9,100,25,1
2895,Male,White,43,High School,10,46,67,0
2896,Female,Hispanic,32,High School,8,67,63,0
2897,Male,Black,21,PhD,9,89,39,1
2898,Male,White,30,Master,14,81,66,0
2899,Male,White,35,High School,6,67,57,1
2900,Male,Hispanic,47,Master,0,67,60,0
2901,Male,Black,29,Master,12,52,65,1
2902,Female,White,40,Master,10,65,55,0
2903,Male,White,37,Bachelor,8,73,69,1
2904,Male,Hispanic,35,PhD,10,86,63,1
2905,Male,White,44,High School,6,60,74,0
2906,Male,Asian,28,Bachelor,8,67,54,1
2907,Female,White,29,Bachelor,7,55,43,0
2908,Male,Hispanic,34,Bachelor,5,73,50,1
2909,Male,White,28,PhD,13,81,93,1
2910,Male,White,40,Bachelor,0,79,84,0
2911,Male,Hispanic,27,High School,19,52,89,1
2912,Male,White,37,Bachelor,12,72,90,1
2913,Female,White,33,Bachelor,0,59,55,1
2914,Female,White,37,PhD,6,85,70,1
2915,Male,White,30,Bachelor,7,67,66,1
2916,Female,White,31,Bachelor,9,47,78,1
2917,Female,Black,35,Master,3,66,59,0
2918,Female,White,37,Master,8,76,66,1
2919,Male,White,34,Bachelor,7,73,66,0
2920,Male,White,52,Bachelor,4,62,75,1
2921,Male,Black,25,Master,3,61,78,1
2922,Female,Black,34,Master,12,55,66,1
2923,Female,White,21,Master,0,64,67,1
2924,Male,White,38,PhD,10,57,69,1
2925,Male,Asian,23,Master,11,84,97,1
2926,Female,White,32,Master,6,56,30,0
2927,Female,Hispanic,31,PhD,8,71,45,0
2928,Female,Hispanic,37,High School,13,70,78,0
2929,Female,Hispanic,29,Bachelor,4,84,70,0
2930,Male,White,29,Bachelor,4,86,70,1
2931,Male,Hispanic,49,Bachelor,5,80,78,1
2932,Female,Hispanic,37,Master,13,75,69,0
2933,Male,Black,29,Master,14,54,53,0
2934,Male,White,32,Master,1,53,77,1
2935,Female,White,51,PhD,13,57,65,1
2936,Male,White,32,Bachelor,12,81,56,1
2937,Female,White,28,Master,15,71,78,1
2938,Male,Black,28,Bachelor,9,83,78,1
2939,Female,White,29,Bachelor,7,85,69,0
2940,Male,White,29,High School,13,59,99,1
2941,Male,White,22,Master,11,70,91,1
2942,Male,Black,23,Bachelor,19,69,85,1
2943,Male,Asian,26,Master,12,65,100,1
2944,Female,White,40,Bachelor,8,61,62,1
2945,Female,White,31,Bachelor,2,87,55,1
2946,Male,White,32,Bachelor,5,70,82,1
2947,Male,Black,47,Bachelor,0,70,59,0
2948,Male,Black,47,PhD,6,57,65,1
2949,Male,Asian,32,High School,12,80,45,0
2950,Female,White,28,PhD,7,54,77,1
2951,Female,Asian,26,PhD,13,76,35,1
2952,Female,White,41,PhD,9,77,63,1
2953,Female,Black,32,Bachelor,5,63,64,0
2954,Male,White,31,PhD,8,74,56,1
2955,Female,Hispanic,26,Bachelor,10,72,29,0
2956,Female,White,27,High School,8,69,29,1
2957,Female,Black,38,Bachelor,8,70,50,1
2958,Female,Hispanic,21,PhD,4,70,75,1
2959,Male,White,44,High School,5,71,70,1
2960,Female,White,29,Bachelor,19,70,64,0
2961,Male,Hispanic,33,High School,14,53,47,0
2962,Male,White,21,Bachelor,0,67,71,1
2963,Male,White,34,High School,0,73,29,0
2964,Female,White,31,Master,8,71,17,1
2965,Female,Black,34,Bachelor,12,84,60,0
2966,Female,White,49,PhD,5,79,54,1
2967,Female,White,36,Master,13,56,85,1
2968,Male,White,27,PhD,8,67,68,1
2969,Female,White,27,Bachelor,7,65,98,1
2970,Male,Hispanic,40,Bachelor,11,69,54,1
2971,Male,Asian,47,Bachelor,5,69,74,1
2972,Male,Black,37,Bachelor,6,79,59,0
2973,Female,White,41,Master,11,72,92,0
2974,Female,Asian,41,Bachelor,7,88,60,0
2975,Male,White,49,Master,17,73,82,0
2976,Male,White,21,Master,11,57,43,0
2977,Female,Asian,41,High School,11,62,56,1
2978,Male,Hispanic,44,Master,7,79,63,1
2979,Female,Hispanic,21,High School,12,45,90,0
2980,Female,Black,26,Bachelor,6,49,21,0
2981,Male,White,26,Master,9,70,58,1
2982,Male,White,27,PhD,3,84,57,1
2983,Female,Black,30,High School,13,89,23,1
2984,Female,White,37,High School,9,66,55,0
2985,Male,White,43,High School,17,85,34,1
2986,Female,Hispanic,45,Bachelor,19,71,18,1
2987,Male,Hispanic,26,Master,11,47,59,1
2988,Male,White,26,Master,8,69,59,1
2989,Female,Hispanic,48,Master,3,60,60,1
2990,Female,Hispanic,41,Master,12,83,70,1
2991,Male,Black,35,Bachelor,9,69,47,0
2992,Female,White,39,High School,10,50,100,1
2993,Male,White,34,High School,16,47,64,0
2994,Male,White,40,Master,3,69,90,1
2995,Male,White,31,Master,3,33,31,0
2996,Female,White,37,Master,6,62,48,1
2997,Male,White,21,Bachelor,12,73,78,1
2998,Male,White,28,Bachelor,10,54,60,0
2999,Male,Asian,28,PhD,3,84,43,1
3000,Female,White,31,High School,11,87,28,0
3001,Female,Black,25,Master,1,54,79,1
3002,Female,Black,29,Bachelor,3,65,78,1
3003,Male,White,21,High School,7,84,69,1
3004,Female,Asian,40,Master,5,69,55,1
3005,Male,Black,34,Bachelor,12,49,42,0
3006,Female,White,21,Master,9,67,63,1
3007,Female,Hispanic,26,Master,16,57,38,1
3008,Male,White,38,Bachelor,6,86,49,1
3009,Female,Black,29,Master,7,79,90,0
3010,Male,White,28,Bachelor,14,65,27,1
3011,Male,Hispanic,34,Bachelor,7,72,78,0
3012,Male,White,38,Master,15,50,94,1
3013,Male,Black,21,Bachelor,10,58,81,0
3014,Male,White,40,High School,0,93,72,1
3015,Female,Black,26,PhD,13,70,55,0
3016,Male,Hispanic,34,Bachelor,12,83,52,1
3017,Female,White,34,Master,12,73,20,0
3018,Male,Black,29,Master,0,89,65,1
3019,Male,White,24,Bachelor,4,40,56,1
3020,Female,Hispanic,32,Bachelor,5,67,51,1
3021,Male,White,51,Bachelor,3,94,64,0
3022,Male,Hispanic,21,Bachelor,16,84,66,1
3023,Female,Hispanic,51,Master,7,89,52,1
3024,Male,White,32,Master,7,69,97,1
3025,Male,White,35,High School,10,61,79,1
3026,Male,White,24,Bachelor,10,54,82,1
3027,Female,Hispanic,27,PhD,0,53,62,1
3028,Female,White,29,Bachelor,4,82,75,1
3029,Female,White,24,Master,0,77,47,1
3030,Female,Hispanic,32,Master,10,69,78,1
3031,Male,White,30,Bachelor,6,77,60,1
3032,Male,Black,53,Bachelor,8,72,44,1
3033,Female,White,23,Master,0,84,64,1
3034,Male,White,36,Bachelor,6,84,59,1
3035,Male,Hispanic,37,Bachelor,13,54,100,0
3036,Male,White,24,Master,15,74,73,1
3037,Male,White,41,Master,11,44,96,1
3038,Female,Hispanic,31,Bachelor,1,71,87,1
3039,Male,White,21,High School,14,79,65,0
3040,Male,Asian,41,Bachelor,11,50,56,1
3041,Male,Asian,23,Bachelor,7,63,30,1
3042,Female,White,24,Bachelor,0,70,47,0
3043,Male,White,41,Bachelor,12,73,78,1
3044,Male,Black,31,High School,5,65,58,0
3045,Female,White,44,Bachelor,9,52,72,1
3046,Female,White,47,Bachelor,8,69,24,1
3047,Male,Black,28,Bachelor,15,45,74,0
3048,Male,White,42,Bachelor,7,66,86,0
3049,Male,Hispanic,27,Bachelor,7,63,29,1
3050,Male,White,57,PhD,15,67,72,1
3051,Male,White,28,High School,4,61,91,1
3052,Male,White,45,Master,12,47,98,1
3053,Male,Asian,43,PhD,7,64,54,1
3054,Male,Black,38,Bachelor,2,83,80,1
3055,Female,Hispanic,28,Master,8,88,93,1
3056,Female,White,33,High School,11,100,73,0
3057,Male,White,21,Bachelor,14,95,90,1
3058,Male,White,37,Bachelor,15,52,64,1
3059,Male,White,38,High School,6,63,72,1
3060,Female,Black,36,Bachelor,3,69,52,0
3061,Male,Black,21,Bachelor,6,68,61,0
3062,Male,White,22,Master,2,71,73,0
3063,Male,Asian,27,PhD,6,100,51,1
3064,Female,White,37,High School,6,53,60,1
3065,Female,Asian,37,Bachelor,11,59,80,0
3066,Male,White,33,Bachelor,0,94,100,1
3067,Male,White,41,Bachelor,4,60,24,1
3068,Female,White,24,Master,4,75,100,1
3069,Male,White,41,Bachelor,13,85,59,1
3070,Female,Black,39,High School,2,77,84,0
3071,Female,White,38,Master,9,72,88,0
3072,Male,White,33,Master,7,84,96,1
3073,Male,Hispanic,53,Bachelor,13,56,50,0
3074,Male,Black,39,Bachelor,10,62,60,1
3075,Male,Hispanic,25,High School,8,78,63,0
3076,Female,White,37,Bachelor,5,38,57,0
3077,Female,Black,42,Bachelor,0,91,91,0
3078,Male,Black,29,Bachelor,9,74,63,1
3079,Male,White,45,PhD,10,72,32,1
3080,Female,White,38,Bachelor,0,45,52,0
3081,Female,White,21,High School,1,50,33,0
3082,Female,White,37,Bachelor,9,64,60,0
3083,Male,White,30,Bachelor,9,82,78,1
3084,Male,White,40,Bachelor,3,38,51,0
3085,Female,Black,44,Bachelor,5,81,56,0
3086,Female,Black,36,Bachelor,0,64,59,1
3087,Male,Asian,51,Bachelor,14,66,67,1
3088,Male,Black,33,Bachelor,1,73,75,1
3089,Male,White,41,High School,10,74,81,1
3090,Male,Hispanic,43,High School,7,59,100,0
3091,Male,Hispanic,34,Bachelor,14,79,67,1
3092,Female,White,42,High School,4,35,79,0
3093,Male,Black,29,Bachelor,8,63,33,1
3094,Female,Asian,30,Master,0,72,57,1
3095,Male,White,21,Master,0,64,59,1
3096,Female,Asian,37,Bachelor,10,42,44,0
3097,Female,White,38,Master,0,81,54,1
3098,Male,White,46,Bachelor,6,51,62,0
3099,Male,White,42,Master,13,68,54,1
3100,Male,Black,32,Bachelor,11,72,100,0
3101,Male,Hispanic,23,Bachelor,4,70,75,1
3102,Female,Asian,39,Bachelor,0,87,100,1
3103,Female,White,46,High School,10,69,94,0
3104,Male,White,42,PhD,14,76,52,1
3105,Male,Hispanic,45,High School,4,69,65,1
3106,Male,Black,32,Bachelor,3,79,56,1
3107,Female,White,30,Bachelor,5,90,61,0
3108,Male,White,27,High School,10,72,45,1
3109,Male,Hispanic,34,High School,14,81,56,1
3110,Male,Hispanic,34,High School,1,91,72,0
3111,Female,White,37,Bachelor,0,90,71,0
3112,Male,White,33,Master,19,64,70,1
3113,Female,Asian,33,Bachelor,7,85,63,1
3114,Male,Black,27,High School,9,73,82,1
3115,Male,White,44,Bachelor,4,86,59,1
